Differentiable motif activity delta cells;names;scores;logfoldchanges;pvals;pvals_adj;Motif_ID;direct_TF;TF_name
2018;M06232_2.00;2.985452;0.41757414;0.00283159669945508;0.00530150120646109;M06232_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Mixl1', 'Prrx1', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2019;M06542_2.00;2.985452;0.41757414;0.00283159669945508;0.00530150120646109;M06542_2.00;;['Nkx6-1', 'Nkx6-2', 'Nkx6-3']
2020;M06381_2.00;2.985452;0.41757414;0.00283159669945508;0.00530150120646109;M06381_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Barhl1', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Nobox', 'Isx', 'Barx2', 'Vsx1', 'Barhl2', 'Gbx2', 'Lbx2', 'Arx', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Prop1', 'Msx1', 'Nkx1-2', 'Bsx', 'En1', 'Gbx1', 'Hoxb2', 'Lhx8']
2021;M06322_2.00;2.985452;0.41757414;0.00283159669945508;0.00530150120646109;M06322_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8']
2022;M06380_2.00;2.985452;0.41757414;0.00283159669945508;0.00530150120646109;M06380_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Barhl1', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Nobox', 'Isx', 'Barx2', 'Vsx1', 'Barhl2', 'Gbx2', 'Lbx2', 'Arx', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Prop1', 'Msx1', 'Nkx1-2', 'Bsx', 'En1', 'Gbx1', 'Hoxb2', 'Lhx8']
2023;M06235_2.00;2.985452;0.41757414;0.00283159669945508;0.00530150120646109;M06235_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2024;M06540_2.00;2.985452;0.41757414;0.00283159669945508;0.00530150120646109;M06540_2.00;;['Esx1']
2025;M02186_2.00;2.9851809;0.38209885;0.00283410814412577;0.00530150120646109;M02186_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Vsx2', 'Barx1', 'Msx2', 'Hoxc5', 'Rax', 'Lbx1', 'Msx3', 'Mixl1', 'Prrx1', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2026;M00318_2.00;2.9851809;0.38209885;0.00283410814412577;0.00530150120646109;M00318_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Hoxa4', 'Sebox', 'Mnx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxb1', 'Lhx9', 'Vsx2', 'Msx2', 'Otp', 'Hoxc5', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Nobox', 'Hoxa1', 'Isx', 'Vsx1', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'En1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxd3', 'Hoxa3', 'Lhx8', 'Hoxd4']
2027;M00330_2.00;2.9851809;0.38209885;0.00283410814412577;0.00530150120646109;M00330_2.00;;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Barx1', 'Otp', 'Hoxc5', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Meox2', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hesx1', 'Hoxd1', 'Hoxa6', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2028;M00328_2.00;2.9851809;0.38209885;0.00283410814412577;0.00530150120646109;M00328_2.00;;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Barx1', 'Otp', 'Hoxc5', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Meox2', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hesx1', 'Hoxd1', 'Hoxa6', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2029;M02130_2.00;2.9851809;0.38209885;0.00283410814412577;0.00530150120646109;M02130_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Isx', 'Barx2', 'Vsx1', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Prop1', 'Msx1', 'Nkx1-2', 'Bsx', 'En1', 'Gbx1', 'Hoxb2', 'Lhx8']
2030;M02091_2.00;2.9851809;0.38209885;0.00283410814412577;0.00530150120646109;M02091_2.00;;['Hoxa4', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Nanog', 'Hoxa2', 'Hoxb1', 'Barx1', 'Hoxc5', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Barx2', 'Emx1', 'Gbx2', 'Lbx2', 'Gsx2', 'Meox2', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Hmx3', 'Hesx1', 'Hoxd1', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2031;M02162_2.00;2.9851809;0.38209885;0.00283410814412577;0.00530150120646109;M02162_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Nobox', 'Isx', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxb2', 'Lhx8']
2032;M02175_2.00;2.9851809;0.38209885;0.00283410814412577;0.00530150120646109;M02175_2.00;;['Hoxb6', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Hoxd8', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Hoxa6', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2033;M09577_2.00;2.9784696;0.31527904;0.0028969181629181;0.00541394214785254;M09577_2.00;Crx;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Rhox9', 'ENSMUSG00000097436']
2034;M02834_2.00;2.9779725;0.31892422;0.00290162092802582;0.00542104636879381;M02834_2.00;;['Atf4']
2035;M04091_2.00;2.9756224;0.26570705;0.00292394665234685;0.00546106061093601;M04091_2.00;;['Hes1']
2036;M09594_2.00;2.9724815;0.2906772;0.00295403063856598;0.00551382379277958;M09594_2.00;;['Irf1', 'Irf2']
2037;M01806_2.00;2.9713516;0.27531448;0.00296492110451665;0.00553243422977448;M01806_2.00;Creb1;['Atf1', 'Creb1', 'Crem']
2038;M00782_2.00;2.9690468;0.31851032;0.00298725133009138;0.00556719228359764;M00782_2.00;Zfp3;['Zfp3']
2039;M00070_2.00;2.9679847;0.27539673;0.00299759229670384;0.0055830040484289;M00070_2.00;;['Sox9', 'Cic', 'Sox8', 'Sox17', 'Sox10', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
2040;M08085_2.00;2.963488;0.30202368;0.00304173923375192;0.00566347360736349;M08085_2.00;;['Yy1', 'Mbtps2', 'Yy2']
2041;M09064_2.00;2.9546754;0.2758676;0.00312998254816523;0.00581876817454891;M09064_2.00;;['Spi1', 'Spic', 'Spib']
2042;M02658_2.00;2.9517152;0.24462177;0.00316014287254272;0.00587068303550969;M02658_2.00;;['Nfil3']
2043;M04618_2.00;2.9512858;0.2892233;0.00316453920065183;0.0058757452154122;M04618_2.00;;['Mtf1']
2044;M04574_2.00;2.9509017;0.26541236;0.00316847748203955;0.00588124184474873;M04574_2.00;;['Zfp454']
2045;M02100_2.00;2.948597;0.29221454;0.00319220113092856;0.00592162171542393;M02100_2.00;Rhox11;['Rhox11']
2046;M09080_2.00;2.9410043;0.27770752;0.00327149909963019;0.00606685031920321;M09080_2.00;Elf2;['Elf3', 'Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Ehf', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Spdef', 'Elk4', 'Elf5', 'Etv6', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
2047;M03350_2.00;2.9354455;0.30618235;0.00333068992393746;0.00617281023191367;M03350_2.00;;['Myb', 'Mybl1']
2048;M04583_2.00;2.9346774;0.27887937;0.00333894704532096;0.00618620687940859;M04583_2.00;;['Egr3', 'Egr2', 'Egr1', 'Egr4']
2049;M09348_2.00;2.9329827;0.28370774;0.00335722723882572;0.00621815972106495;M09348_2.00;;['Nfkb1']
2050;M00164_2.00;2.9296157;0.29501742;0.0033938145251337;0.0062839903183972;M00164_2.00;Foxl1;['Foxg1', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
2051;M04683_2.00;2.9281921;0.33954355;0.00340939322490165;0.00631089284535505;M04683_2.00;;['Dmrtc2', 'Dmrt1', 'Dmrtb1', 'Dmrt3', 'Dmrta1', 'Dmrta2', 'Dmrt2']
2052;M09601_2.00;2.9278305;0.27864453;0.0034133600728834;0.00631629153179101;M09601_2.00;Myb;['Myb', 'Mybl1']
2053;M04230_2.00;2.9259324;0.36515597;0.00343425504389505;0.00634909616784041;M04230_2.00;;['Atf1', 'Creb1', 'Crem']
2054;M04158_2.00;2.925684;0.29942903;0.00343699989498319;0.00635221799890255;M04158_2.00;;['Npas2']
2055;M03311_2.00;2.9238536;0.27229533;0.00345727355312132;0.00638772446957654;M03311_2.00;;['Pou4f2']
2056;M05120_2.00;2.9228141;0.26358873;0.00346883538846074;0.00640711794416551;M05120_2.00;;['Hoxa10', 'Hoxc11', 'Hoxd12', 'Hoxb9', 'Hoxc10', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxd11', 'Hoxd9', 'Hoxc12', 'Hoxd10']
2057;M00171_2.00;2.9200122;0.27600443;0.00350017757324685;0.00646103987891546;M00171_2.00;Hnf1a;['Hnf1b', 'Hmbox1', 'Hnf1a']
2058;M03490_2.00;2.9163516;0.3089796;0.00354151284740389;0.00653333075591627;M03490_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
2059;M02972_2.00;2.9141822;0.2802769;0.00356621690490265;0.0065768869874531;M02972_2.00;;['Elf3', 'Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Ehf', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Spdef', 'Elk4', 'Elf5', 'Etv6', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
2060;M03450_2.00;2.909211;0.28904635;0.00362342268723133;0.00668022231971315;M03450_2.00;;['Nfatc4', 'Nfatc2', 'Nfatc3', 'Nfatc1']
2061;M10093_2.00;2.9085557;0.26919818;0.00363102538498468;0.0066902532675545;M10093_2.00;;['Zeb1', 'Zeb2']
2062;M03519_2.00;2.9030647;0.27815175;0.00369530307866081;0.00680451705911394;M03519_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
2063;M03329_2.00;2.8992684;0.26153567;0.00374034496855423;0.00688534883406341;M03329_2.00;;['Hsf2', 'Hsf1', 'Hsf4', 'Hsf3']
2064;M09432_2.00;2.8983645;0.30708045;0.00375114251936945;0.00690100064591247;M09432_2.00;;['Tbp', 'Tbpl2']
2065;M03113_2.00;2.8970766;0.33333448;0.00376657798337968;0.00692304400734883;M03113_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Dlx6', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8']
2066;M09496_2.00;2.8912466;0.266171;0.00383716826806409;0.00704417886573182;M09496_2.00;Atf4;['Atf4']
2067;M04835_2.00;2.8900716;0.31207418;0.00385154048877223;0.00706840540112181;M04835_2.00;;['Foxn3', 'Foxn2']
2068;M09588_2.00;2.8844;0.3322167;0.00392160425943445;0.00719040488299962;M09588_2.00;Pax7;['Pax3', 'Pax7']
2069;M09525_2.00;2.8827503;0.28762516;0.00394219755971168;0.00722596041575924;M09525_2.00;;['Tfdp2', 'Tfdp1']
2070;M00470_2.00;2.877666;0.3339415;0.00400628938379949;0.00733449752029533;M00470_2.00;Hoxc9;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb5', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
2071;M03506_2.00;2.8764684;0.30393812;0.00402152357752255;0.00736014692489976;M03506_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
2072;M00272_2.00;2.8753386;0.34315288;0.00403594364729173;0.00738429117578719;M00272_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Rhox9', 'ENSMUSG00000097436']
2073;M00212_2.00;2.8734632;0.30255342;0.00405998462231054;0.00742601810175657;M00212_2.00;Sox13;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
2074;M08072_2.00;2.8732598;0.3672876;0.00406259927120491;0.00742854120310925;M08072_2.00;;['Jun', 'Junb', 'Jund']
2075;M00443_2.00;2.872582;0.37909433;0.00407132580945402;0.00744223508147614;M00443_2.00;Uncx;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Barhl1', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8']
2076;M08093_2.00;2.8710904;0.26923126;0.00409058410946371;0.00747516646439222;M08093_2.00;;['Zfp24']
2077;M10816_2.00;2.8698478;0.2601022;0.0041066958061672;0.00749777431034898;M10816_2.00;;['Pax3', 'Pax7']
2078;M04295_2.00;2.8661644;0.2963079;0.00415478383007471;0.00757569607625875;M04295_2.00;;['Creb3l2']
2079;M00834_2.00;2.8610125;0.27993152;0.00422290530576373;0.00769359361068255;M00834_2.00;Tbx3;['Tbx2', 'Tbx4', 'Tbx5', 'Tbx3']
2080;M05883_2.00;2.8596115;0.32825693;0.0042416039514848;0.00772531985591448;M05883_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
2081;M00632_2.00;2.858346;0.2197549;0.00425855756121926;0.00775150277638396;M00632_2.00;;['Sp1']
2082;M09586_2.00;2.8466861;0.27100906;0.0044176891452723;0.00802658082165186;M09586_2.00;Pax7;['Pax3', 'Pax7']
2083;M06234_2.00;2.8454885;0.30108672;0.00443433554531407;0.00805439262141915;M06234_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2084;M03336_2.00;2.8446298;0.2652016;0.00444630566696283;0.0080736963409162;M03336_2.00;;['Irf4', 'Irf8']
